Column1,PLAYER,EFF,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year,LANE_AGILITY_TIME_x,SHUTTLE_RUN_x,THREE_QUARTER_SPRINT_x,STANDING_VERTICAL_LEAP_x,MAX_VERTICAL_LEAP_x,MAX_BENCH_PRESS_x,BODY_FAT,HAND_LENGTH_INCHES,HAND_WIDTH_INCHES,HEIGHT_WO_SHOES_IN_CM,HEIGHT_W_SHOES,STANDING_REACH,WEIGHT,WINGSPAN,LANE_AGILITY_TIME_y,SHUTTLE_RUN_y,THREE_QUARTER_SPRINT_y,STANDING_VERTICAL_LEAP_y,MAX_VERTICAL_LEAP_y,MAX_BENCH_PRESS_y
713,Stephen Curry,19,0.473,0.428,0.908,34.4,24.3,4.6,6.5,120,0.204,6.5,60.7,2009,11.07,,3.28,29.5,35.5,10,0.06,,,185.08,188.26,242.54,181,188.89,11.07,,3.28,29.5,35.5,10
715,Marcus Thornton,11.7,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,0.2,6.2,2009,10.73,,3.28,31,33,14,0.05,8.25,8.5,184.45,186.99,243.81,177.4,199.685,10.73,,3.28,31,33,14
731,Jonny Flynn,11,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4,-1.9,2009,10.86,,3.23,33,40,10,0.06,,,178.58,181.91,239.21,195.6,190.16,10.86,,3.23,33,40,10
732,Darren Collison,13.3,0.471,0.394,0.853,29.3,12.5,2.7,5,49.9,0.115,0.5,13.4,2009,10.45,,3.1,30.5,33.5,9,0.06,,,180.64,183.81,241.27,166.2,187.62,10.45,,3.1,30.5,33.5,9
733,Omri Casspi,10.1,0.454,0.368,0.678,20.3,7.9,4,1.1,19.6,0.078,-0.8,3.5,2009,11.15,,3.28,25.5,32.5,2,0.09,,,199.69,203.5,266.67,211.2,203.495,11.15,,3.28,25.5,32.5,2
734,James Harden,9.7,0.443,0.362,0.859,34.6,25,5.6,6.7,147.5,0.222,6.8,71.2,2009,11.1,,3.13,31.5,37,17,0.1,,,190.16,193.34,259.05,222,207.305,11.1,,3.13,31.5,37,17
737,Taj Gibson,13.1,0.518,0.239,0.711,24.6,9.1,6.1,1,58,0.128,-0.7,7,2009,11.56,,3.41,25.5,30,12,0.07,,,201.59,204.77,272.54,214.4,220.16,11.56,,3.41,25.5,30,12
738,Chase Budinger,8.5,0.43,0.352,0.797,19.7,7.9,3,1.2,13.9,0.083,-0.5,2.9,2009,11.08,,3.24,29.5,38.5,10,0.1,,,195.88,197.78,252.7,206.4,197.78,11.08,,3.24,29.5,38.5,10
739,DeMar DeRozan,8.2,0.465,0.287,0.836,34.2,20.6,4.4,3.9,82.9,0.124,0.8,22.3,2009,11.88,,3.31,29,38.5,5,0.05,,,193.97,196.51,256.51,211.2,202.86,11.88,,3.31,29,38.5,5
740,Toney Douglas,8.3,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.8,2.2,2009,10.63,,3.03,28,32.5,15,0.05,,,182.54,185.08,243.81,183.4,195.24,10.63,,3.03,28,32.5,15
741,Terrence Williams,9.3,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6,2009,11.15,,3.18,30.5,37,9,0.05,,,192.7,195.88,259.05,213.2,202.86,11.15,,3.18,30.5,37,9
742,Ty Lawson,9.4,0.46,0.359,0.77,29.2,12.7,2.7,6,42.1,0.126,1.4,13.6,2009,10.98,,3.12,29,36.5,14,0.07,,,178.58,181.27,236.67,196.6,181.905,10.98,,3.12,29,36.5,14
743,Jrue Holiday,9.4,0.46,0.362,0.777,33.2,16.2,4,6.4,55,0.097,1.5,23.9,2009,10.64,,3.21,28.5,34,6,0.06,,,188.26,190.8,251.43,199,197.78,10.64,,3.21,28.5,34,6
744,DeJuan Blair,11.1,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,-1.2,1.4,2009,11.5,,3.45,26,33,18,0.12,,,193.34,196.51,266.67,276.6,215.08,11.5,,3.45,26,33,18
747,Rodrigue Beaubois,6.8,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4,2009,10.49,,3.15,29.5,39,3,0.08,,,183.18,185.72,250.16,182.4,204.765,10.49,,3.15,29.5,39,3
748,Wayne Ellington,5.6,0.41,0.382,0.843,20.9,8,2.1,1.1,21,0.063,-1.5,2.1,2009,11.14,,3.2,31.5,38,13,0.06,,,190.8,193.34,250.16,202.4,196.51,11.14,,3.2,31.5,38,13
750,Jordan Hill,6.8,0.497,0.136,0.699,18.8,7.9,5.8,0.8,16.4,0.102,-2,0,2009,12.23,,3.3,31,35,11,0.06,,,203.5,206.04,270,232.4,213.81,12.23,,3.3,31,35,11
751,Austin Daye,5.7,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2,0,2009,12.11,,3.55,25,28,0,0.06,,,204.77,207.31,275.08,191.8,216.985,12.11,,3.55,25,28,0
753,Eric Maynor,6.3,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-2.9,-0.8,2009,10.78,,3.19,28.5,31.5,8,0.05,,,185.72,188.26,242.54,163.6,186.35,10.78,,3.19,28.5,31.5,8
754,Jodie Meeks,4.1,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2,2009,10.96,,3.1,28.5,37,14,0.08,,,187.62,190.16,245.08,211.4,191.43,10.96,,3.1,28.5,37,14
756,James Johnson,4.6,0.474,0.302,0.679,20.6,7.8,3.6,2.1,27,0.086,0.5,9.4,2009,11.21,,3.23,30.5,35,18,0.12,,,197.78,199.69,264.13,257.2,211.905,11.21,,3.23,30.5,35,18
757,Dante Cunningham,5.1,0.469,0.345,0.649,20.8,5.8,3.7,0.7,24.9,0.08,-1.7,1.1,2009,11.18,,3.26,28,35,18,0.05,,,197.78,200.96,266.67,227.4,207.94,11.18,,3.26,28,35,18
758,Derrick Brown,3.4,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.3,0.4,2009,11.26,,3.13,30.5,35.5,20,0.09,,,199.05,201.59,269.21,224.6,216.35,11.26,,3.13,30.5,35.5,20
759,Jeff Teague,3.8,0.444,0.36,0.844,26.8,12.2,2.4,5.6,52.4,0.113,0.6,14.3,2009,11.05,,3.18,30.5,36.5,13,0.05,,,180.64,183.81,246.35,175.2,199.05,11.05,,3.18,30.5,36.5,13
761,DaJuan Summers,2.3,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-5.8,-0.8,2009,10.94,,3.17,29.5,34.5,15,0.07,,,198.42,201.59,266.67,243,211.905,10.94,,3.17,29.5,34.5,15
764,Earl Clark,2.3,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-2.8,-0.8,2009,11.17,,3.35,28.5,33,5,0.05,,,201.59,206.04,273.81,228.4,216.35,11.17,,3.35,28.5,33,5
765,Jeff Ayres,4.9,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-2.3,-0.2,2009,11.98,,3.14,31,35,15,0.06,,,202.23,205.4,267.94,239.6,212.54,11.98,,3.14,31,35,15
766,Gerald Henderson,2.5,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6,2009,11.17,,3.14,31.5,35,8,0.04,,,190.16,192.7,256.51,214.6,206.035,11.17,,3.14,31.5,35,8
768,Lester Hudson,2.1,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.1,0,2009,11.15,,3.16,30.5,36,12,0.03,,,179.85,182.54,246.35,196,202.225,11.15,,3.16,30.5,36,12
770,O.J. Mayo,14.7,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.9,4.7,2008,11.04,,3.14,30.5,41,7,0.06,,,188.26,190.8,248.89,200,195.24,11.04,,3.14,30.5,41,7
771,Derrick Rose,17.1,0.457,0.316,0.83,31.7,18.2,3.3,5.4,44.2,0.1,1.4,18.4,2008,11.69,,3.05,34.5,40,10,0.05,,,183.81,186.35,246.35,196,200.32,11.69,,3.05,34.5,40,10
772,Eric Gordon,13.8,0.428,0.37,0.81,32.4,16.4,2.4,2.8,36.3,0.072,-0.5,8.8,2008,10.81,,3.01,32,40,15,0.08,,,185.08,188.26,247.62,222,202.86,10.81,,3.01,32,40,15
773,Russell Westbrook,14.7,0.437,0.304,0.785,34.7,22.9,7.4,8.5,106.1,0.146,4.3,55.6,2008,10.98,,3.08,30,36.5,12,0.05,,,185.72,188.89,250.16,192,199.685,10.98,,3.08,30,36.5,12
774,Michael Beasley,12.9,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-1.7,0.9,2008,11.06,,3.24,30,35,19,0.08,,,197.78,200.96,267.94,239,210.635,11.06,,3.24,30,35,19
775,Brook Lopez,17.4,0.494,0.34,0.796,30.3,16.5,6.3,1.4,70.9,0.131,1.3,21.6,2008,12.77,,3.57,27.5,30.5,7,0.06,,,208.58,211.27,282.7,258,223.97,12.77,,3.57,27.5,30.5,7
777,D.J. Augustin,10.8,0.411,0.38,0.867,23.5,9.6,1.9,3.9,47.1,0.101,-0.6,7.7,2008,11.27,,3.07,28.5,35,2,0.08,,,175.4,179.21,236.67,171.5,188.89,11.27,,3.07,28.5,35,2
778,Kevin Love,15.3,0.44,0.372,0.829,31.1,17.7,10.7,2.4,87.6,0.171,3.4,33.6,2008,11.17,,3.22,29.5,35,18,0.13,,,199.69,204.13,265.4,255,208.575,11.17,,3.22,29.5,35,18
786,Anthony Randolph,10.7,0.453,0.241,0.74,15.2,7.1,4.3,0.7,5.8,0.072,-1.6,0.4,2008,11.86,,3.26,29,35,7,0.05,,,202.86,206.04,272.54,197,217.62,11.86,,3.26,29,35,7
789,Luc Mbah a Moute,10.8,0.454,0.334,0.659,23.3,6.4,4.1,0.9,26,0.078,-1.5,2,2008,11.71,,3.17,32,38.5,11,0.07,,,194.61,199.05,259.05,221,216.35,11.71,,3.17,32,38.5,11
791,JaVale McGee,8,0.576,0.188,0.602,17.1,8,5.3,0.4,41.6,0.146,0.2,7.5,2008,12.75,,3.25,27,32.5,7,0.05,,,207.94,210,286.51,241,225.24,12.75,,3.25,27,32.5,7
792,George Hill,6.1,0.457,0.381,0.807,27.4,10.8,3.1,3.1,69,0.141,1.3,19.3,2008,12.2,,3.07,34,37.5,9,0.03,,,183.18,186.35,243.81,181,202.86,12.2,,3.07,34,37.5,9
793,Mike Taylor,5.2,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.2,-0.6,2008,10.98,,3.08,31,39,2,0.04,,,181.91,185.08,245.08,166.2,198.415,10.98,,3.08,31,39,2
794,Darrell Arthur,7.9,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-2.2,-0.4,2008,12.18,,3.14,28.5,30,12,0.07,,,199.05,201.59,267.94,216,207.305,12.18,,3.14,28.5,30,12
797,Bobby Brown,3.9,0.468,0.388,0.789,34.6,20.2,2.7,5.1,,,,,2007,11.27,,3.25,32.5,41,3,0.07,,,177.94,184.45,239.21,170,190.16,11.27,,3.25,32.5,41,3
799,Joe Alexander,4.4,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03,-3.6,-0.3,2008,11.33,,2.99,32.5,38.5,24,0.06,,,198.42,200.96,265.4,220,209.21,11.33,,2.99,32.5,38.5,24
802,DeAndre Jordan,7.2,0.674,0.083,0.474,27,9.2,10.4,1,93.9,0.173,1.3,22,2008,12.3,,3.27,26,30.5,8,0.08,,,204.77,207.94,283.97,250,225.24,12.3,,3.27,26,30.5,8
803,Jerryd Bayless,3.5,0.411,0.361,0.818,21.3,8.4,2.1,2.9,18.6,0.072,-1.6,1.1,2008,11.26,,3.07,31,38,10,0.05,,,184.45,187.62,242.54,204,188.89,11.26,,3.07,31,38,10
807,Donte Greene,2.8,0.418,0.345,0.707,35.8,17.7,7.2,2,,,,,2007,11.21,,3.2,27.5,31.5,2,0.08,,,200.96,202.86,270,221,205.4,11.21,,3.2,27.5,31.5,2
809,Anthony Tolliver,3.1,0.506,0.211,0.658,31.6,13.4,6.7,1.9,,,,,2007,11.49,,3.29,28.5,30,21,0.06,,,197.78,201.59,269.21,242,216.35,11.49,,3.29,28.5,30,21
810,Sean Singletary,2.3,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0,0.006,-5.1,-0.2,2008,-,,-,26,-,18,0.04,,,177.94,180,237.94,183.8,191.43,-,,-,26,-,18
811,Darnell Jackson,2.6,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-5.2,-0.8,2008,11.75,,3.26,27,31,11,0.13,,,197.78,199.69,266.67,240.5,208.575,11.75,,3.26,27,31,11
812,Kevin Durant,15.6,0.495,0.383,0.883,36.7,27.1,7.1,4.2,152.2,0.216,6.8,74.8,2007,12.33,,3.45,26,33.5,0,0.07,,,202.86,206.04,275.08,215,222.065,12.33,,3.45,26,33.5,0
813,Al Thornton,10.8,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035,-3.5,-3.2,2007,11.96,,3.16,35,41,9,0.06,,,194.61,197.78,260.32,221,212.54,11.96,,3.16,35,41,9
815,Jeff Green,9.8,0.447,0.339,0.805,29,12.7,4.3,1.5,49.3,0.079,-1.4,4.8,2007,12,,3.34,33.5,38,17,0.04,,,197.78,204.13,257.78,228,213.175,12,,3.34,33.5,38,17
817,Al Horford,16.5,0.514,0.358,0.759,32.2,13.7,8.2,3.3,98.3,0.156,2.8,36.9,2007,12.15,,3.37,31,35.5,20,0.09,,,200.32,204.77,267.94,246,211.905,12.15,,3.37,31,35.5,20
818,Mike Conley,10,0.439,0.381,0.821,32,14.9,3,5.6,85.5,0.136,2.5,34.2,2007,11.63,,3.09,35.5,40.5,13,0.04,,,177.94,181.91,236.67,175,194.605,11.63,,3.09,35.5,40.5,13
819,Daequan Cook,7,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-2.7,-1.1,2007,11.12,,3.22,30,34.5,4,0.07,,,187.62,194.61,253.97,203,200.955,11.12,,3.22,30,34.5,4
822,Thaddeus Young,10.1,0.502,0.332,0.663,29.5,12.9,5.9,1.8,67.9,0.104,0.5,19.6,2007,11.06,,3.19,34.5,37,13,0.05,,,194.61,199.05,265.4,210,209.21,11.06,,3.19,34.5,37,13
823,Carl Landry,10.6,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-0.3,5,2007,11.35,,3.29,31.5,36.5,21,0.08,,,197.78,201.59,256.51,248,207.94,11.35,,3.29,31.5,36.5,21
824,Rodney Stuckey,7.8,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-0.9,4.9,2007,11.34,,3.11,30.5,35,14,0.06,,,189.53,191.43,251.43,207,198.415,11.34,,3.11,30.5,35,14
825,Nick Young,5.3,0.418,0.376,0.836,22.8,11.4,2,1,18.6,0.054,-2.2,-0.8,2007,11,,3.25,39.5,40.5,6,0.07,,,192.7,197.15,251.43,206,210,11,,3.25,39.5,40.5,6
827,Joakim Noah,10.6,0.491,0,0.7,27.7,8.8,9,2.8,61.9,0.159,2.5,20.9,2007,11.79,,3.47,32.5,37.5,12,0.05,,,205.4,210,266.67,223,213.175,11.79,,3.47,32.5,37.5,12
828,Corey Brewer,6.9,0.425,0.284,0.713,22.9,8.7,2.8,1.5,22.5,0.058,-1.6,2,2007,11.69,,3.22,30.5,36.5,11,0.04,,,195.24,199.69,257.78,185,200.955,11.69,,3.22,30.5,36.5,11
829,Jared Dudley,8.1,0.463,0.393,0.732,22.3,7.3,3.2,1.5,43,0.103,0.2,11,2007,11.32,,3.45,28,32,14,0.07,,,192.7,198.42,255.24,219,197.78,11.32,,3.45,28,32,14
831,Javaris Crittenton,4.8,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.2,-1,2007,11.6,,3.32,32.5,38,11,0.05,,,187.62,192.07,245.08,194,193.97,11.6,,3.32,32.5,38,11
832,Aaron Brooks,4.7,0.413,0.37,0.837,20.8,9.7,1.7,3,19.2,0.069,-1.2,2.7,2007,10.57,,3.2,32.5,39.5,6,0.03,,,175.4,179.85,235.4,161,190.16,10.57,,3.2,32.5,39.5,6
833,Spencer Hawes,5.8,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,-1.1,3.4,2007,11.88,,3.51,26,29,9,0.13,,,205.4,211.91,275.08,244,211.27,11.88,,3.51,26,29,9
835,Jason Smith,5.5,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,0.067,-2.9,-2.4,2007,10.96,,3.29,33.5,37.5,15,0.08,,,207.31,209.21,265.4,233,207.305,10.96,,3.29,33.5,37.5,15
836,Aaron Gray,5,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-3.6,-1.5,2007,12.07,,3.7,27,32.5,17,0.11,,,210,214.45,271.27,271,218.255,12.07,,3.7,27,32.5,17
837,Acie Law,4,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032,-3.9,-1.1,2007,11,,3.22,29,34,8,0.06,,,185.08,188.89,245.08,186,196.51,11,,3.22,29,34,8
839,Brandan Wright,5.6,0.607,0,0.674,16.2,7,3.6,0.5,26.2,0.181,2.3,7.5,2007,11.76,,3.31,30.5,35.5,2,0.06,,,202.23,205.4,271.27,200,219.525,11.76,,3.31,30.5,35.5,2
840,Julian Wright,5.1,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-0.5,1.2,2007,11.48,,3.36,28.5,33.5,2,0.06,,,196.51,201.59,270,211,215.715,11.48,,3.36,28.5,33.5,2
844,Jermareo Davidson,3.1,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-5.2,-0.3,2007,12.63,,3.53,27,30,7,0.07,,,202.86,207.94,273.81,230,220.16,12.63,,3.53,27,30,7
845,Chris Richard,3.7,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-5.7,-0.7,2007,11.39,,3.29,26.5,30.5,15,0.08,,,197.78,202.23,276.35,252,221.43,11.39,,3.29,26.5,30.5,15
846,Dominic McGuire,2.8,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-2.1,-0.1,2007,10.95,,3.25,28.5,34.5,12,0.05,,,197.78,200.96,260.32,220,206.67,10.95,,3.25,28.5,34.5,12
847,Demetris Nichols,0.2,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-10.3,-0.1,2007,10.39,,3.38,28.5,32.5,16,0.06,,,195.24,199.05,262.86,211,210.635,10.39,,3.38,28.5,32.5,16
849,Brandon Roy,16.5,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.6,16.3,2006,11.13,,3.27,34,40.5,6,0.08,,,193.34,195.88,252.7,207,200.32,11.13,,3.27,34,40.5,6
850,Adam Morrison,7.4,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5,-2.4,2006,11.46,,3.37,25.5,30.5,11,0.07,,,196.51,199.69,262.86,198,205.4,11.46,,3.37,25.5,30.5,11
852,Rudy Gay,10.3,0.453,0.349,0.799,32,16.5,5.8,2.1,60.2,0.086,0.7,22.8,2006,11.03,,3.32,33,40.5,9,0.06,,,197.78,200.32,269.21,222,217.62,11.03,,3.32,33,40.5,9
853,Randy Foye,9.6,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.2,3.8,2006,10.53,,3.23,32,38,14,0.1,,,185.72,188.26,242.54,212,195.875,10.53,,3.23,32,38,14
855,LaMarcus Aldridge,10.8,0.493,0.32,0.813,33.7,19.1,8.1,1.9,115.6,0.153,1.7,33.4,2006,12.02,,3.43,26.5,34,8,0.09,,,205.4,208.58,275.08,234,222.065,12.02,,3.43,26.5,34,8
857,Tarence Kinsey,6.9,0.453,0.376,0.843,34.8,15.8,4.6,2.3,,,,,2006,10.67,,3.3,29,35.5,5,0.04,,,192.07,193.97,251.43,179,197.145,10.67,,3.3,29,35.5,5
860,Paul Millsap,10.2,0.489,0.341,0.736,28.2,13.4,7.1,2.2,95.4,0.15,1.9,29.9,2006,11.67,,3.3,28.5,32.5,15,0.1,,,195.88,198.42,264.13,258,213.81,11.67,,3.3,28.5,32.5,15
861,Marcus Williams,6.5,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-3.3,-1,2006,11.3,,3.4,24.5,28,4,0.12,,,185.08,188.26,243.81,215,197.78,11.3,,3.4,24.5,28,4
863,Rodney Carney,5.5,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,-1.6,0.5,2006,10.57,,3.06,32,38.5,10,0.05,,,191.43,194.61,259.05,204,205.4,10.57,,3.06,32,38.5,10
865,Allan Ray,4.5,0.389,0.372,0.889,32.1,18.5,3.6,1.8,,,,,2006,11.01,,3.2,28.5,35.5,9,0.1,,,182.54,185.72,248.89,204,201.59,11.01,,3.2,28.5,35.5,9
867,JJ Redick,5,0.47,0.421,0.863,37.1,26.8,2,2.6,,,,,2006,10.94,,3.29,27.5,33,6,0.07,,,190.16,192.07,243.81,190,188.255,10.94,,3.29,27.5,33,6
868,Shelden Williams,8.5,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-3,-1.5,2006,11.53,,3.59,29,33.5,25,0.11,,,199.05,201.59,260.32,258,220.795,11.53,,3.59,29,33.5,25
869,Tyrus Thomas,6.9,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.2,1.7,2006,11.36,,3.2,34,39.5,8,0.06,,,198.42,200.96,270,217,217.62,11.36,,3.2,34,39.5,8
870,Renaldo Balkman,8.1,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,0.1,1.6,2006,11.58,,3.22,30.5,35,9,0.05,,,193.34,196.51,261.59,206,212.54,11.58,,3.22,30.5,35,9
871,Ronnie Brewer,4.6,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.6,10.6,2006,11.32,,3.14,35,41,19,0.05,,,194.61,197.15,259.05,223,208.575,11.32,,3.14,35,41,19
874,Mardy Collins,4.3,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.4,-1.7,2006,12,,3.27,31.5,37.5,9,0.1,,,190.8,193.97,257.78,224,205.4,12,,3.27,31.5,37.5,9
875,Jordan Farmar,5.2,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-0.5,3.7,2006,11.07,,3.17,33.5,42,11,0.04,,,181.91,185.08,236.67,171,187.62,11.07,,3.17,33.5,42,11
884,Chris Quinn,3.2,450,0.419,0.872,40,17.7,3.8,6.4,,,,,2006,11.25,,3.25,32,37,7,0.06,,,181.27,183.81,235.4,175,235.4,11.25,,3.25,32,37,7
885,Solomon Jones,4.9,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-4,-1.6,2006,11.27,,3.3,32,39,6,0.07,,,201.59,204.77,272.54,224,272.54,11.27,,3.3,32,39,6
886,Hilton Armstrong,4.5,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,-4.1,-1.8,2006,12.28,,3.53,28.5,31.5,13,0.06,,,204.13,206.04,272.54,240,272.54,12.28,,3.53,28.5,31.5,13
887,Cedric Simmons,3.7,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5,-0.5,2006,11.05,,3.31,30.5,35,15,0.06,,,200.96,204.13,271.27,223,271.27,11.05,,3.31,30.5,35,15
890,David Noel,3.6,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.1,-0.2,2006,10.54,,3.07,34.5,38.5,20,0.06,,,191.43,195.24,250.16,223,250.16,10.54,,3.07,34.5,38.5,20
891,Bobby Jones,2.5,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-4.1,-0.5,2006,11.23,,3.28,28.5,34.5,15,0.08,,,194.61,194.61,253.97,211,253.97,11.23,,3.28,28.5,34.5,15
894,Steve Novak,1.5,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,0.8,4,2006,11.11,,3.37,24.5,31,5,0.08,,,200.32,,257.7,216,257.7,11.11,,3.37,24.5,31,5