#,PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,YEAR
1,Cade Cunningham,50,31.9,16.3,6.2,15.5,40,1.9,6,32.2,1.9,2.3,84.2,1,4.8,5.8,5.1,1.2,0.6,3.5,15.9,2021
2,Franz Wagner,64,31.9,15.7,6,12.8,46.6,1.3,3.6,36.5,2.4,2.9,85.2,1.1,3.6,4.7,3,0.9,0.5,1.6,15.8,2021
3,Jalen Green,48,31,15.1,5.2,13,39.8,2,6.4,31.3,2.7,3.4,80.4,0.5,2.7,3.2,2.4,0.7,0.2,2.1,11.1,2021
4,Scottie Barnes,55,35.3,14.9,5.9,12.2,48.5,0.8,2.6,31,2.2,3,74.2,2.6,5,7.5,3.3,1.1,0.8,2,18.5,2021
5,Evan Mobley,55,34,14.5,5.9,11.8,49.7,0.3,1.4,25,2.5,3.6,68.2,1.9,6.1,8,2.5,0.8,1.7,2,18.5,2021
6,Chris Duarte,52,28.3,13.3,4.9,11.4,43.4,1.7,4.7,36.5,1.7,2.1,79.6,0.7,3.4,4.1,2.2,1.1,0.2,1.7,12.2,2021
7,Jalen Suggs,43,28,12.5,4.4,12,36.6,0.9,4.1,22.6,2.8,3.7,76.7,0.6,3.1,3.7,4.5,1.3,0.4,3.1,10.8,2021
8,Josh Giddey,54,31.5,12.5,5.2,12.4,41.9,1,3.9,26.3,1,1.5,70.9,1.8,6,7.8,6.4,0.9,0.4,3.2,17.2,2021
9,Davion Mitchell,58,25.6,10.1,4.1,10.3,40.3,1.3,4.2,31.1,0.5,0.8,58.7,0.5,1.7,2.2,3.3,0.7,0.3,1.2,8.9,2021
10,Cam Thomas,53,19.7,9.8,3.8,8.7,43.6,0.8,3.1,27.2,1.4,1.7,83.1,0.2,2.4,2.6,1.4,0.5,0.2,0.9,8.4,2021
11,Herbert Jones,60,30,9.4,3.5,7.3,48.5,0.7,1.9,34.5,1.7,2,86.3,1.3,2.6,4,2.1,1.5,0.9,1.3,12.6,2021
12,Tre Mann,50,21.2,9.2,3.4,8.8,39,1.4,3.9,35.7,1,1.3,75,0.3,2.2,2.5,1.3,0.8,0.2,1,7.3,2021
13,Alperen Sengun,55,18.8,8.9,3.1,6.6,47.3,0.4,1.4,25.3,2.2,3.2,69.5,1.7,3.3,4.9,2.4,0.8,0.9,2,11.5,2021
14,Bones Hyland,51,17.7,8.8,2.9,7.8,37.3,1.7,4.9,35.6,1.2,1.4,88.6,0.2,2.5,2.6,2.1,0.5,0.3,1.2,8.1,2021
15,Duane Washington Jr.,33,19.4,8.5,3.2,8.5,36.9,1.5,4.3,34.5,0.7,1,75,0.1,1.6,1.7,1.8,0.5,0.1,1,6,2021
16,Ayo Dosunmu,59,26.5,8.4,3.4,6.4,52.8,0.9,2.3,40.4,0.7,1.1,67.7,0.3,2.5,2.8,3.2,0.7,0.4,1.3,10.9,2021
17,Jonathan Kuminga,51,15,8.3,3,5.9,50.3,0.6,2,32.7,1.7,2.5,68.3,0.6,2.3,2.9,0.7,0.4,0.3,1,7.9,2021
18,Ziaire Williams,44,21.8,7.4,2.9,6.5,44.4,1.1,3.7,28.8,0.5,0.7,79.3,0.3,1.6,1.9,0.9,0.5,0.2,0.6,6.5,2021
19,Jeremiah Robinson-Earl,44,23,7.1,2.7,6.6,40.1,1.1,3.4,33.3,0.7,1,71.4,1.6,4.2,5.8,1,0.6,0.3,0.8,9.8,2021
20,Isaiah Jackson,25,12.2,7.1,2.8,4.7,58.5,0.1,0.4,30,1.4,2.3,63.2,1.4,2,3.4,0.3,0.5,1.2,0.8,8.8,2021
21,Aaron Wiggins,37,22.3,7,2.6,5.7,46.7,0.8,2.5,30.1,1,1.4,70.6,0.9,2.6,3.4,1,0.7,0.2,0.8,8.2,2021
22,Corey Kispert,57,20.7,6.9,2.5,5.9,42.8,1.1,3.5,31.8,0.7,0.8,87,0.8,1.9,2.7,1.1,0.4,0.3,0.6,7.2,2021
23,Josh Christopher,55,16.5,6.9,2.6,6.1,43,0.7,2.4,30,1,1.2,77.9,0.7,1.5,2.2,1.8,0.8,0.1,1.4,6.8,2021
24,Brandon Boston Jr.,44,14.7,6.6,2.4,6.3,37.3,0.7,2.2,30.6,1.2,1.4,85.2,0.3,1.9,2.3,0.9,0.5,0.3,0.6,5.7,2021
25,Quentin Grimes,40,17.4,6.3,2.2,5.2,42.1,1.7,4.2,39.8,0.3,0.4,64.7,0.6,1.4,1.9,1,0.7,0.3,0.6,6.3,2021
26,Kessler Edwards,32,23.4,6.3,2.4,6.1,39.8,1.1,3.2,34.7,0.3,0.4,83.3,1,3.1,4.1,0.7,0.7,0.5,1.1,7.5,2021
27,Day'Ron Sharpe,32,12.2,6.2,2.7,4.7,57.7,0.1,0.2,28.6,0.8,1.3,58.5,2.5,2.5,5,0.5,0.3,0.5,0.9,9.1,2021
28,Austin Reaves,43,21.6,6,2.1,4.4,46.8,0.8,2.5,30.8,1.1,1.4,83.1,0.5,2,2.5,1.3,0.3,0.3,0.5,7.5,2021
29,Omer Yurtseven,45,13.7,6,2.6,4.8,53.9,0,0.2,14.3,0.8,1.2,63.6,1.6,4.1,5.7,1,0.3,0.4,0.8,10,2021
30,Luka Garza,29,11.7,5.2,1.9,4.3,44.4,0.5,1.4,34.1,0.9,1.4,64.3,1.7,1.3,3,0.6,0.3,0.1,0.6,5.7,2021
31,James Bouknight,28,10.6,5,1.7,4.9,35.3,0.6,1.8,34.7,1,1.1,87.1,0.8,1,1.7,0.8,0.3,0,0.5,4.1,2021
32,Jose Alvarado,35,13,4.9,1.9,4.5,42.4,0.5,1.8,30.2,0.6,0.8,74.1,0.3,1.1,1.5,2.1,1,0.1,0.7,6.3,2021
33,Trendon Watford,36,13.6,4.9,2,3.5,55.9,0.1,0.4,23.1,0.9,1.3,71.1,0.8,2.5,3.3,1.2,0.4,0.4,0.7,7.6,2021
34,Joshua Primo,33,15.8,4.8,1.7,4.5,36.9,0.8,2.4,33.3,0.7,1,75,0.6,1.2,1.8,1.4,0.4,0.5,0.9,4.9,2021
35,Jock Landale,38,10.3,4.8,1.8,3.7,48.6,0.6,1.7,33.3,0.6,0.7,85.7,1.1,1.1,2.2,0.9,0.2,0.3,0.7,5.6,2021
36,Trey Murphy III,45,11.8,3.8,1.2,3.5,34,0.9,2.5,34.5,0.5,0.6,85.7,0.6,1.4,2,0.5,0.3,0.1,0.3,4,2021
37,Moses Moody,38,10.1,3.7,1.3,3.1,40.7,0.7,1.9,33.8,0.5,0.6,78.3,0.3,1.1,1.4,0.4,0.1,0.2,0.2,3.5,2021
38,Greg Brown III,31,9.2,3.6,1.4,3.1,43.8,0.2,0.8,19.2,0.8,1.2,64.9,0.6,1.5,2.2,0.3,0.5,0.4,0.4,4.5,2021
39,Dalano Banton,53,11.4,3.5,1.4,3.5,41,0.2,0.9,27.1,0.4,0.7,62.9,0.6,1.4,2,1.5,0.5,0.2,1,4.5,2021
40,Santi Aldama,27,10.3,3.3,1.4,3.6,38.1,0.1,1.4,10.3,0.4,0.7,60,0.9,1.5,2.4,0.5,0.1,0.3,0.3,3.7,2021
41,Jared Butler,29,7.6,3.3,1.2,3.2,39.1,0.6,1.7,35.4,0.2,0.4,58.3,0.1,0.7,0.8,1.2,0.3,0.2,0.8,2.9,2021
42,Charles Bassey,23,7.3,3,1.3,2,63.8,0,0.2,0,0.4,0.5,75,1,1.7,2.7,0.3,0.2,0.7,0.3,5.7,2021
42,Sandro Mamukelashvili,34,9.3,3,1.1,2.5,45.9,0.4,1.1,38.5,0.3,0.4,75,0.8,0.9,1.8,0.5,0.2,0.2,0.3,3.9,2021
44,JT Thor,23,10,2.7,1,2.3,44.2,0.3,1.1,26.9,0.4,0.6,71.4,0.5,1.1,1.6,0.8,0.3,0.4,0.3,4.1,2021
45,Justin Champagnie,35,7.8,2.2,0.9,1.9,46.2,0.3,0.7,34.6,0.3,0.3,100,1.1,0.9,2,0.3,0.2,0.1,0.2,3.7,2021
46,Ish Wainright,33,7.2,1.8,0.7,1.9,37.1,0.3,1.1,31.4,0.1,0.2,42.9,0.6,0.6,1.2,0.3,0.3,0.2,0.3,2.2,2021
47,Miles McBride,24,6.8,1.7,0.7,2.5,26.7,0.3,1.4,18.2,0.1,0.2,75,0.1,0.6,0.7,1,0.3,0,0.1,1.8,2021
48,Leandro Bolmaro,26,7.4,1.3,0.4,1.4,30.6,0.2,0.6,26.7,0.3,0.3,88.9,0.6,0.8,1.4,0.5,0.2,0,0.5,1.9,2021
1,Anthony Edwards,72,32.1,19.3,7,16.8,41.7,2.4,7.2,32.9,2.9,3.8,77.6,0.8,3.8,4.7,2.9,1.1,0.5,2.2,15.7,2020
2,LaMelo Ball,51,28.8,15.7,5.7,13.2,43.6,1.8,5.1,35.2,2.5,3.2,75.8,1.2,4.7,5.9,6.1,1.6,0.4,2.8,18.7,2020
3,Tyrese Haliburton,58,30.1,13,5,10.7,47.2,2.1,5.1,40.9,0.8,1,85.7,0.7,2.3,3,5.3,1.3,0.5,1.6,15.7,2020
4,Cole Anthony,47,27.1,12.9,4.7,11.7,39.7,1.2,3.7,33.7,2.3,2.8,83.2,0.8,3.9,4.7,4.1,0.6,0.4,2.3,12.9,2020
5,Saddiq Bey,70,27.3,12.2,4,9.9,40.4,2.5,6.6,38,1.8,2.1,84.4,0.6,3.9,4.5,1.4,0.7,0.2,0.9,12,2020
6,James Wiseman,39,21.4,11.5,4.9,9.4,51.9,0.3,1,31.6,1.4,2.2,62.8,1.4,4.4,5.8,0.7,0.3,0.9,1.5,12.3,2020
7,Immanuel Quickley,64,19.4,11.4,3.6,9.1,39.5,1.8,4.7,38.9,2.4,2.7,89.1,0.4,1.8,2.1,2,0.5,0.2,0.9,9.5,2020
8,Jae'Sean Tate,70,29.2,11.3,4.5,8.9,50.6,0.9,2.8,30.8,1.5,2.1,69.4,1.9,3.5,5.3,2.5,1.2,0.5,1.4,14.5,2020
9,Theo Maledon,65,27.4,10.1,3.5,9.4,36.8,1.6,4.8,33.5,1.6,2.1,74.8,0.4,2.9,3.2,3.5,0.9,0.2,2.2,9.2,2020
10,Isaac Okoro,67,32.4,9.6,3.5,8.3,42,0.9,3.2,29,1.7,2.3,72.6,1,2.1,3.1,1.9,0.9,0.4,1.3,9.1,2020
11,Kenyon Martin Jr.,45,23.7,9.3,3.6,7.1,50.9,0.8,2.1,36.5,1.3,1.9,71.4,1.6,3.8,5.4,1.1,0.7,0.9,0.8,12.5,2020
12,Patrick Williams,71,27.9,9.2,3.6,7.4,48.3,0.8,1.9,39.1,1.3,1.8,72.8,0.9,3.7,4.6,1.4,0.9,0.6,1.4,11.1,2020
13,Desmond Bane,68,22.3,9.2,3.4,7.3,46.9,1.7,4,43.2,0.6,0.7,81.6,0.5,2.6,3.1,1.7,0.6,0.2,0.9,10,2020
14,Aleksej Pokusevski,45,24.2,8.2,3.1,9.1,34.1,1.3,4.6,28,0.7,0.9,73.8,0.7,4,4.7,2.2,0.4,0.9,2.2,8,2020
15,Tyrese Maxey,61,15.3,8,3.2,7,46.2,0.5,1.7,30.1,1,1.1,87.1,0.2,1.5,1.7,2,0.4,0.2,0.7,7.7,2020
16,Isaiah Stewart,68,21.4,7.9,3.3,6,55.3,0.3,0.9,33.3,0.9,1.4,69.6,2.3,4.3,6.7,0.9,0.6,1.3,1,13.2,2020
17,Chuma Okeke,45,25.2,7.8,3,7.2,41.7,1.1,3.1,34.8,0.7,0.9,75,0.9,3.1,4,2.2,1.1,0.5,0.8,10.3,2020
18,Payton Pritchard,66,19.2,7.7,2.8,6.3,44,1.5,3.8,41.1,0.6,0.7,88.9,0.5,1.9,2.4,1.8,0.6,0.1,0.8,8.2,2020
19,Naji Marshall,32,21.9,7.7,2.6,6.5,39.2,0.9,2.6,34.9,1.7,2.3,70.7,0.5,4.2,4.6,2.8,0.8,0.3,1.2,10.3,2020
20,Malachi Flynn,47,19.7,7.5,2.7,7.2,37.4,1.1,3.6,32.1,1,1.2,80.4,0.2,2.3,2.5,2.9,0.8,0.1,0.9,8.2,2020
21,R.J. Hampton,51,17.4,6.9,2.7,6.1,43.5,0.5,1.7,31,1.1,1.6,67.1,0.6,2.9,3.5,1.7,0.4,0.2,1,7.7,2020
22,Jaden McDaniels,63,24,6.8,2.6,5.8,44.7,1.1,3.1,36.4,0.4,0.7,60,0.8,2.9,3.7,1.1,0.6,1,0.7,8.8,2020
23,Killian Hayes,26,25.8,6.8,2.7,7.7,35.3,0.8,2.8,27.8,0.5,0.7,82.4,0.2,2.4,2.7,5.3,1,0.4,3.2,7.8,2020
24,Xavier Tillman,59,18.4,6.6,2.8,5.1,55.9,0.4,1.1,33.8,0.6,0.9,64.2,1.3,3.1,4.3,1.3,0.7,0.6,0.8,10.2,2020
25,Kira Lewis Jr.,54,16.7,6.4,2.4,6.2,38.6,0.7,2.2,33.3,0.8,0.9,84.3,0.2,1.1,1.3,2.3,0.7,0.2,0.6,6.2,2020
26,Deni Avdija,54,23.3,6.3,2.4,5.8,41.7,1,3.1,31.5,0.5,0.8,64.4,0.4,4.4,4.9,1.2,0.6,0.3,0.6,8.9,2020
27,Facundo Campazzo,65,21.9,6.1,1.8,4.8,38.1,1.2,3.3,35.2,1.2,1.4,87.9,0.3,1.7,2.1,3.6,1.2,0.2,1.1,8.9,2020
28,Jordan Nwora,30,9.1,5.7,2.1,4.5,45.9,0.9,2.1,45.2,0.6,0.8,76,0.3,1.7,2,0.2,0.6,0.3,0.8,5.3,2020
29,Saben Lee,48,16.3,5.6,2.1,4.4,47.1,0.2,0.5,34.8,1.3,1.9,68.5,0.4,1.6,2,3.6,0.7,0.3,1.1,8.1,2020
30,Anthony Lamb,24,17.3,5.5,1.9,4.9,39,1,3,32.4,0.8,0.9,85.7,1.1,1.8,2.9,1,0.3,0.2,0.8,6,2020
31,Devin Vassell,62,17,5.5,2,4.9,40.6,0.8,2.4,34.7,0.7,0.8,84.3,0.4,2.4,2.8,0.9,0.7,0.3,0.4,6.8,2020
32,Dylan Windler,31,16.5,5.2,1.8,4.2,43.8,0.8,2.5,33.8,0.7,0.9,77.8,0.6,2.8,3.5,1.1,0.6,0.4,1,7.1,2020
33,Precious Achiuwa,61,12.1,5,2,3.7,54.4,0,0,0,0.9,1.8,50.9,1.2,2.2,3.4,0.5,0.3,0.5,0.7,6.4,2020
34,Aaron Nesmith,46,14.5,4.7,1.7,3.9,43.8,0.9,2.3,37,0.5,0.6,78.6,0.6,2.2,2.8,0.5,0.3,0.2,0.5,5.7,2020
35,Onyeka Okongwu,50,12,4.6,1.9,3,64.4,0,0.1,0,0.7,1.1,63.2,1.2,2,3.3,0.4,0.5,0.7,0.6,7.2,2020
36,Lamar Stevens,40,12.5,4.1,1.6,3.4,45.6,0.1,0.6,16,0.9,1.3,72.5,0.6,1.8,2.4,0.6,0.4,0.3,0.6,5.1,2020
37,Nico Mannion,30,12.1,4.1,1.3,3.8,34.2,0.7,2,36.7,0.8,0.9,82.1,0.2,1.3,1.5,2.3,0.5,0,1,4.8,2020
38,Obi Toppin,62,11,4.1,1.7,3.4,49.8,0.4,1.4,30.6,0.3,0.4,73.1,0.4,1.8,2.2,0.5,0.3,0.2,0.4,5.1,2020
39,Brodric Thomas,32,12.5,3.9,1.2,3.4,36.1,0.5,1.8,27.1,1,1.4,67.4,0.3,1.4,1.7,0.9,0.5,0.3,0.7,4,2020
40,Nathan Knight,33,8.5,3.8,1.1,3,37,0.2,1,18.2,1.3,1.7,80,0.8,1.4,2.2,0.2,0.3,0.3,0.5,4.1,2020
40,Skylar Mays,33,8.2,3.8,1.3,3,44.9,0.4,1.2,35,0.7,0.8,88,0.3,0.8,1.1,0.9,0.4,0.1,0.3,4.2,2020
42,Isaiah Joe,41,9.3,3.7,1.2,3.2,36.1,1,2.6,36.8,0.4,0.6,75,0.1,0.7,0.9,0.5,0.3,0.1,0.3,3,2020
43,Paul Reed,26,6.8,3.4,1.6,3,53.8,0,0.2,0,0.2,0.3,50,1.2,1.2,2.3,0.5,0.4,0.5,0.5,5.1,2020
44,Zeke Nnaji,42,9.5,3.2,1.2,2.5,48.1,0.6,1.4,40.7,0.3,0.4,80,0.3,1.2,1.5,0.2,0.2,0.1,0.2,3.8,2020
45,Anthony Gill,26,8.4,3.1,1.2,2.3,50,0.3,0.9,29.2,0.5,0.6,81.3,0.6,1.3,2,0.4,0.4,0.2,0.3,4.4,2020
46,Reggie Perry,26,8.1,3,1.2,3,41,0.2,0.8,19,0.4,0.5,76.9,1,1.8,2.8,0.5,0.2,0.2,0.6,4.3,2020
47,Sam Merrill,30,7.8,3,1.1,2.4,44.4,0.7,1.6,44.7,0.1,0.1,100,0.2,0.8,1,0.7,0.3,0,0.3,3.3,2020
48,Trent Forrest,30,10.1,2.9,1.1,2.4,45.1,0.2,0.9,19.2,0.6,0.6,100,0.4,1.1,1.5,1.5,0.3,0.1,0.7,4.3,2020
49,Markus Howard,37,5.5,2.8,1.1,2.9,37.7,0.5,1.8,27.7,0.2,0.2,77.8,0,0.5,0.6,0.5,0.1,0,0.5,1.7,2020
50,Josh Green,39,11.4,2.6,1.1,2.4,45.2,0.1,0.6,16,0.3,0.6,56.5,0.7,1.3,2,0.7,0.4,0.1,0.4,3.8,2020
51,Tre Jones,37,7.3,2.5,1,2.1,47.4,0.1,0.1,60,0.5,0.5,89.5,0.2,0.4,0.6,1.1,0.2,0,0.4,2.9,2020
52,CJ Elleby,30,6.4,2.3,0.8,2.2,37.9,0.2,1.1,20.6,0.4,0.5,73.3,0.4,0.7,1.1,0.3,0.2,0.1,0.2,2.3,2020
53,Jalen Smith,27,5.8,2,0.8,1.9,44,0.1,0.6,23.5,0.2,0.3,71.4,0.3,1.1,1.4,0.1,0,0.1,0.3,2.3,2020
54,Cassius Winston,22,4.5,1.9,0.6,1.5,42.4,0.4,0.8,47.1,0.2,0.3,83.3,0,0.4,0.4,0.5,0.1,0,0.2,1.8,2020
55,Daniel Oturu,30,5.4,1.8,0.7,1.7,42.3,0,0.2,20,0.3,0.4,75,0.7,0.9,1.6,0.3,0.1,0.2,0.3,2.7,2020
56,Cassius Stanley,24,3.9,1.5,0.5,1.8,30.2,0.1,0.5,23.1,0.3,0.4,77.8,0.3,0.5,0.8,0,0,0.1,0,1.1,2020
1,Ja Morant,67,31,17.8,6.7,14,47.7,0.9,2.7,33.5,3.6,4.6,77.6,0.8,3.1,3.9,7.3,0.9,0.3,3.3,18.5,2019
2,Kendrick Nunn,67,29.3,15.3,6,13.6,43.9,2,5.8,35,1.3,1.5,85,0.3,2.4,2.7,3.3,0.8,0.2,1.7,12.7,2019
3,RJ Barrett,56,30.4,14.3,5.2,13,40.2,1.1,3.5,32,2.8,4.5,61.4,0.9,4.1,5,2.6,1,0.3,2.2,11.4,2019
4,Eric Paschall,60,27.6,14,5.3,10.7,49.7,0.6,2.2,28.7,2.7,3.5,77.4,1.4,3.2,4.6,2.1,0.5,0.2,1.6,13.7,2019
5,Rui Hachimura,48,30.1,13.5,5.3,11.4,46.6,0.5,1.8,28.7,2.4,2.9,82.9,1.6,4.5,6.1,1.8,0.8,0.2,1.1,14.7,2019
6,Tyler Herro,55,27.4,13.5,4.9,11.5,42.8,2.1,5.4,38.9,1.6,1.8,87,0.3,3.8,4.1,2.2,0.6,0.2,1.6,12.2,2019
7,Coby White,65,25.8,13.2,4.8,12.2,39.4,2,5.8,35.4,1.6,2,79.1,0.4,3.1,3.5,2.7,0.8,0.1,1.7,10.8,2019
8,De'Andre Hunter,63,32,12.3,4.4,10.8,41,1.7,4.8,35.5,1.7,2.3,76.4,0.7,3.8,4.5,1.8,0.7,0.3,1.6,11.1,2019
9,Darius Garland,59,30.9,12.3,4.7,11.8,40.1,1.8,5,35.5,1.1,1.2,87.5,0.5,1.4,1.9,3.9,0.7,0.1,2.6,9.1,2019
10,P.J. Washington,58,30.3,12.2,4.6,10.2,45.5,1.5,4,37.4,1.5,2.3,64.7,1,4.4,5.4,2.1,0.9,0.8,1.6,13.5,2019
11,Brandon Clarke,58,22.4,12.1,5.1,8.3,61.8,0.4,1.1,35.9,1.5,1.9,75.9,1.6,4.4,5.9,1.4,0.6,0.8,0.9,16.2,2019
12,Cam Reddish,58,26.7,10.5,3.7,9.6,38.4,1.4,4.3,33.2,1.7,2.2,80.2,0.6,3.1,3.7,1.5,1.1,0.5,1.7,9.3,2019
13,Kevin Porter Jr.,50,23.2,10,3.7,8.4,44.2,1.1,3.2,33.5,1.5,2,72.3,0.4,2.8,3.2,2.2,0.9,0.3,1.9,9.5,2019
14,Michael Porter Jr.,55,16.4,9.3,3.5,7,50.9,1.1,2.7,42.2,1.1,1.3,83.3,1.2,3.5,4.7,0.8,0.5,0.5,0.9,11.3,2019
15,Jarrett Culver,63,23.9,9.2,3.7,9,40.4,1,3.5,29.9,0.9,1.9,46.2,1.1,2.3,3.4,1.7,0.9,0.6,1.3,8.2,2019
16,Naz Reid,30,16.5,9,3.3,8.1,41.2,1.1,3.2,33,1.2,1.8,69.8,1.1,3,4.1,1.2,0.6,0.7,0.7,9.6,2019
17,Cameron Johnson,57,22,8.8,3.1,7.1,43.5,1.9,4.8,39,0.8,1,80.7,0.9,2.4,3.3,1.2,0.6,0.4,0.6,9.5,2019
18,Jordan Poole,57,22.4,8.8,2.9,8.8,33.3,1.3,4.6,27.9,1.7,2.1,79.8,0.2,1.9,2.1,2.4,0.6,0.2,1.3,6.4,2019
19,Jordan McLaughlin,30,19.7,7.6,2.9,5.9,48.9,1,2.5,38.2,0.9,1.3,66.7,0.2,1.4,1.6,4.2,1.1,0.1,1,10.2,2019
20,Terence Davis,72,16.8,7.5,2.8,6.1,45.6,1.3,3.4,38.8,0.7,0.8,86.4,0.7,2.6,3.3,1.6,0.5,0.2,1.1,8.7,2019
21,Ky Bowman,45,22.6,7.4,3,7.1,41.7,0.7,2.4,30.8,0.8,0.9,82.9,0.5,2.2,2.7,2.9,1,0.2,1.6,8.4,2019
22,Jaxson Hayes,64,16.9,7.4,2.7,4,67.2,0,0.1,25,1.9,3,64.7,1.5,2.5,4,0.9,0.4,0.9,0.8,10.4,2019
23,Luguentz Dort,36,22.8,6.8,2.4,6.1,39.4,0.8,2.8,29.7,1.2,1.5,79.2,0.7,1.6,2.3,0.8,0.9,0.1,0.6,6.2,2019
24,Nicolo Melli,60,17.4,6.6,2.3,5.4,42.1,1.2,3.4,33.5,0.9,1.2,74,0.6,2.4,3,1.4,0.6,0.4,0.8,7.7,2019
25,Sekou Doumbouya,38,19.8,6.4,2.4,6.2,39,0.7,2.6,28.6,0.8,1.2,67.4,0.5,2.6,3.1,0.5,0.5,0.2,0.9,5.6,2019
26,Kelan Martin,31,16,6.4,2.3,5.8,39.2,0.8,3.1,26,1,1,96.8,0.4,2.7,3.1,0.7,0.2,0.3,0.6,6.5,2019
27,Anzejs Pasecniks,27,16.2,5.8,2.3,4.3,52.6,0,0.1,0,1.3,2.1,58.6,1.6,2.4,4,0.7,0.3,0.4,0.9,7.4,2019
28,Nickeil Alexander-Walker,47,12.6,5.7,2.1,5.7,36.8,1,2.8,34.6,0.5,0.8,67.6,0.2,1.6,1.8,1.9,0.4,0.2,1.1,4.9,2019
29,Darius Bazley,61,18.5,5.6,2,5.2,39.4,0.8,2.3,34.8,0.7,1,69.4,0.5,3.5,4,0.7,0.4,0.7,0.7,7.2,2019
30,Daniel Gafford,43,14.2,5.1,2.2,3.1,70.1,0,0,0,0.7,1.4,53.3,1.2,1.3,2.5,0.5,0.3,1.3,0.7,7.4,2019
31,Cody Martin,48,18.8,5,1.9,4.3,43,0.4,1.6,23.4,0.9,1.4,64.6,0.8,2.5,3.3,2,0.8,0.2,0.9,7.4,2019
32,Matt Thomas,41,10.7,4.9,1.8,3.7,48.7,1.1,2.4,47.5,0.2,0.3,75,0.2,1.3,1.5,0.5,0.2,0,0.4,4.9,2019
33,Chris Clemons,33,8.8,4.9,1.7,4.3,40.1,1.1,3.2,34.6,0.3,0.3,90.9,0.1,0.8,0.9,0.8,0.3,0.2,0.6,3.9,2019
34,Matisse Thybulle,65,19.8,4.7,1.7,4.1,42.3,0.9,2.4,35.7,0.4,0.6,61,0.7,1,1.6,1.2,1.4,0.7,0.8,6.3,2019
35,Bruno Fernando,56,12.7,4.3,1.8,3.6,51.8,0.1,0.7,13.5,0.5,0.9,56.9,1.2,2.3,3.5,0.9,0.3,0.3,0.8,6.5,2019
36,Marko Guduric,44,11,3.9,1.4,3.6,39.5,0.6,1.9,30.1,0.5,0.6,92.3,0.3,1.3,1.7,1,0.3,0.2,0.8,4,2019
37,Nassir Little,48,11.9,3.6,1.4,3.1,43,0.3,1.2,23.7,0.6,0.9,63.6,0.6,1.6,2.3,0.5,0.3,0.3,0.3,4.4,2019
38,Grant Williams,69,15.1,3.4,1.3,3.1,41.2,0.3,1.4,25,0.6,0.8,72.2,0.9,1.7,2.6,1,0.4,0.5,0.7,5.2,2019
39,Javonte Green,48,9.8,3.4,1.3,2.6,50,0.2,0.7,27.3,0.6,0.9,66.7,0.5,1.4,1.9,0.5,0.5,0.2,0.5,4.5,2019
40,Ty Jerome,31,10.6,3.3,1.2,3.6,33.6,0.5,1.6,28,0.4,0.5,75,0.2,1.3,1.5,1.4,0.5,0.1,0.6,3.6,2019
41,Carsen Edwards,37,9.5,3.3,1.1,3.5,32.8,0.6,2.1,31.6,0.4,0.5,68.4,0.2,1.1,1.3,0.6,0.3,0.1,0.4,2.7,2019
42,Goga Bitadze,54,8.7,3.2,1.3,2.8,46.7,0.1,0.8,19,0.4,0.6,72.7,0.5,1.5,2,0.4,0.2,0.7,0.5,4.3,2019
43,Chris Silva,44,7.9,3,1.1,1.8,61.5,0,0.1,0,0.8,1.3,67.3,1.4,1.5,2.9,0.5,0.2,0.5,0.7,5.3,2019
44,Admiral Schofield,33,11.2,3,1.1,2.8,38,0.6,1.8,31.1,0.3,0.5,66.7,0.2,1.2,1.4,0.5,0.2,0.1,0.2,3.2,2019
